id,matricule,Genre,Age,Pays de naissance,Ville de naissance,Etablissement,département,unité organisationnelle,poste,classification,Code-Qualification,expérience en année,Code-Niveau d'expérience,Code-Type de contrat,Type de temps contractuel,Heures de présence / jour,Heures de présence / semaine,Heures de présence / mois,Type travail,Etat de la mobilité,NbAbsencesTotaleParEmployé,taux_absenteisme,Droits Congés Payés,note globale,Rubrique,Montant de l'augmentation,Taux d'augmentation,Motif d'augmentation,Montant du salaire,Situation,salaire_estime,augmentation_estimee_de_salaire
3498,592DATA077,Féminin,22,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,14,0.0518518518518518,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3933.970902052515,88.97090205251516
683,113DATA033,Masculin,36,Maroc,CASABLANCA,MA-Cns,Hors production,DEP PLANIFICATION 1,Planificateur,Cadres Assimilés,A2,10,C01,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,249,0.0798076923076923,2 jours par mois,103,SBM,519.4,7.0,Campagne Augmentat,7939.4,Actif,7929.14803137839,-10.251968621609194
5343,892DATA070,Féminin,30,Maroc,MAR,MA-Cns,Production,FRONT TECH FTTH AE EL JAD,Conseilleur Technique,Employés,E2,2,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,25,0.0462962962962962,"1,5 jours par mois",-99,SBM,162.0,4.681,Campagne Augmentat,3622.5,Actif,3630.3361931137783,7.836193113778336
382,060DATA059,Masculin,31,Sénégal,SEN,MA-Cns,Production,DARTY BRUN BLANC,Conseilleur Technique,Employés,E2,5,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,50,0.037037037037037,"1,5 jours par mois",85,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4739.754447182857,239.7544471828569
1492,233DATA060,Féminin,56,Maroc,MAR,MA-Cns,Production,SFR FTT ADSL HASSANE,Conseilleur Technique,Employés,E2,5,C03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,72,0.0533333333333333,"1,5 jours par mois",-99,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4372.858507862658,-377.14149213734163
4042,694DATA046,Féminin,39,Maroc,MAR,MA-Cns,Production,SFR DIGITAL CONV MKN,Conseiller Digital,Employés,E2,2,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,39,0.0722222222222222,"1,5 jours par mois",-99,SBM,211.5,6.51,Campagne Augmentat,3460.5,Actif,3460.4999999999986,-1.3642420526593924e-12
4723,801DATA038,Masculin,37,Maroc,CASABLANCA,MA-Cns,Production,SFR ATIF PRODUCTION,Conseiller Commercial,Employés,E2,8,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,142,0.0657407407407407,"1,5 jours par mois",115,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4749.999999999996,-3.637978807091713e-12
5012,843DATA037,Féminin,28,Maroc,CASABLANCA,MA-Cns,Production,SFR BACK EXCLU MULTI DOSS,Responsable D'Équipe,Cadres Assimilés,A2,8,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,127,0.0587962962962963,"1,5 jours par mois",-99,SBM,342.27,4.782,Campagne Augmentat,7500.0,Actif,7730.511688353461,230.51168835346107
705,117DATA042,Féminin,31,Maroc,MAR,MA-Cns,Production,BACK EXCLUSIVE REFERENT,Conseilleur Technique,Employés,E2,7,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,130,0.0687830687830687,"1,5 jours par mois",108,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4811.303245676135,61.30324567613479
5880,982DATA076,Féminin,21,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,89,0.3296296296296296,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3647.688668549294,-197.3113314507059
619,098DATAI01,Féminin,42,Sénégal,SEN,MA-HASSANE2,Production,SFR PS BOUTIQUE,Conseiller Commercial,Employés,E2,2,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,71,0.1314814814814814,"1,5 jours par mois",-99,SBM,414.92,10.52,Campagne Augmentat,4358.92,Actif,4307.091870683592,-51.828129316408194
5215,873DATA039,Féminin,32,Maroc,CASABLANCA,MA-Cns,Production,SFR BO RECOURS,Conseiller Commercial,Employés,E2,4,C03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,184,0.1703703703703703,"1,5 jours par mois",-99,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4204.230411157021,-545.7695888429789
1645,256DATA059,Masculin,44,Maroc,MAR,MA-Cns,Production,SFR SST MOBILE,Responsable D'Équipe,Cadres Assimilés,A2,5,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,82,0.0607407407407407,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,8900.0,Actif,8465.817137350312,-434.1828626496881
1510,235DATA034,Masculin,31,Maroc,CASABLANCA,MA-Cns,Hors production,DEP COMPLIANCE & RISQ,Chef De Projet,Cadre,C1,9,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,149,0.0613168724279835,2 jours par mois,-99,SBM,4985.0,45.574,Campagne Augmentat,15923.18,Actif,14716.041908627005,-1207.1380913729954
4416,752DATA069,Féminin,27,Maroc,MAR,MA-Cns,Production,RED TECH EXPERTISE FTTH M,Conseiller Digital,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,72,0.0888888888888888,"1,5 jours par mois",-99,SBM,162.0,4.681,Non défini,3622.5,Actif,3581.3027233875546,-41.19727661244542
224,036DATA071,Féminin,35,Maroc,MAR,MA-Cns,Production,PROMOVACANCES,Chargé De Clientèle,Employés,E2,2,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,29,0.0537037037037037,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4025.0000000000027,2.7284841053187847e-12
5531,921DATA031,Masculin,35,Maroc,MAR,MA-Cns,Production,SST FIXE PREMIUM HNO,Coach,Employés,E4,10,J02,DI,temps plein,4.610516765285995,39.6441459566075,182.884352399737,Sur site,Locale,206,0.0750929926652001,"1,5 jours par mois",82,SBM,900.0,16.667,Campagne Augmentat,6300.0,Actif,6502.601561782234,202.60156178223406
4310,734DATAE20,Féminin,43,Maroc,MAR,MA-Cns,Production,DARTY BRUN BLANC,Responsable D'Équipe,Cadres Assimilés,A2,20,C03,DI,temps plein,0.0,42.0,180.0,Sur site,Locale,194,0.0359259259259259,"1,5 jours par mois",107,SBM,500.0,5.618,Campagne Augmentat,9400.0,Actif,8892.969992981352,-507.03000701864767
573,090DATA071,Masculin,24,Maroc,MAR,MA-Cns,Production,SFR STIT OFFSHORE AE TACH,Chargé De Clientèle,Employés,E2,2,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,42,0.0777777777777777,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,3987.833043135486,-37.16695686451385
3593,610DATA040,Féminin,33,Maroc,SALE,MA-HASSANE2,Production,SFR RET AF OFFSHORE,Conseiller Commercial,Employés,E2,7,S01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,154,0.0814814814814814,"1,5 jours par mois",40,SBM,250.0,5.263,Campagne Augmentat,5000.0,Actif,4517.41194124316,-482.5880587568399
78,015DATA077,Masculin,29,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,20,0.074074074074074,"1,5 jours par mois",-99,SBM,180.0,4.681,Non défini,4025.0,Actif,3933.9709020525224,-91.02909794747757
5277,882DATA040,Féminin,30,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN TACH,Chargé De Clientèle,Employés,E2,7,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,389,0.2058201058201058,"1,5 jours par mois",-99,SBM,155.0,4.031,Non défini,4000.0,Actif,4460.859773166579,460.85977316657863
1025,167DATA070,Féminin,26,Maroc,MAR,MA-Cns,Production,MEDIAMETRIE,Chargé De Clientèle,Employés,E2,2,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,93,0.1722222222222222,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4027.7564202727604,2.7564202727603515
440,070DATA077,Masculin,25,Maroc,MAR,MA-Cns,Production,SFR RET HO AGD 1,Chargé De Clientèle,Employés,E2,1,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,19,0.0703703703703703,"1,5 jours par mois",-99,SBM,180.0,4.681,Non défini,4025.0,Actif,3933.970902052515,-91.02909794748484
5151,862DATA057,Féminin,28,Maroc,MAR,MA-Cns,Production,SFR FTT ADSL HASSANE,Conseilleur Technique,Employés,E2,5,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,157,0.1162962962962963,"1,5 jours par mois",93,SBM,180.0,4.681,Non défini,4025.0,Actif,4811.303245676135,786.3032456761348
2685,442DATA045,Masculin,45,Maroc,MAR,MA-Cns,Support production,GP TECH C2,Intégration & Operations Manager,Cadre,C1,6,S02,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,142,0.0758547008547008,2 jours par mois,89,SBM,1718.08,8.29,Campagne Augmentat,22443.29,Actif,14997.387590962764,-7445.902409037237
3506,594DATA032,Féminin,37,Sénégal,SEN,MA-Cns,Support production,QM TL 12 MAROC,Contrôleur Qualité,Employés,E3,10,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,531,0.1966666666666666,"1,5 jours par mois",110,SBM,250.0,4.348,Non défini,6000.0,Actif,6480.743669723444,480.7436697234443
343,053DATA061,Féminin,45,Maroc,MAR,MA-Cns,Hors production,DEP EXPLOITATION,Performance Analyst,Cadre,C1,5,C01,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,105,0.0673076923076923,2 jours par mois,4,SBM,688.44,4.0,Campagne Augmentat,17899.44,Actif,18503.725621900223,604.2856219002242
475,076DATA043,Masculin,37,Maroc,MEKNES,MA-MKS,Production,SFR RET A CHAUD MKN,Chargé De Clientèle,Employés,E2,7,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,374,0.1978835978835978,"1,5 jours par mois",99,SBM,234.24,5.971,Campagne Augmentat,4157.52,Actif,4011.2063099835254,-146.313690016475
3624,616DATA040,Féminin,34,Maroc,FES,MA-HASSANE2,Production,SFR RET AF OFFSHORE,Conseiller Commercial,Employés,E2,7,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,139,0.0735449735449735,"1,5 jours par mois",101,SBM,120.71,2.541,Mutation,4870.71,Actif,4607.81159718724,-262.89840281275974
2346,379DATA040,Féminin,32,Sénégal,SEN,MA-TAC,Production,SFR ANTICHURN TACH,Chargé De Clientèle,Employés,E2,7,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,123,0.065079365079365,"1,5 jours par mois",97,SBM,114.8,2.551,Mutation,4614.8,Actif,4645.7433836412,30.943383641199944
2594,426DATA032,Masculin,36,Maroc,MAR,MA-Cns,Production,SFR SST ADSL RABAT 1,Responsable D'Équipe,Cadres Assimilés,A2,10,J01,DI,temps plein,4.610516765285995,39.6441459566075,182.884352399737,Sur site,Locale,170,0.0619699454033205,"1,5 jours par mois",93,SBM,500.0,7.143,Campagne Augmentat,7500.0,Actif,8052.822042025317,552.8220420253174
2592,425DATA068,Masculin,32,Sénégal,SEN,MA-InTownProd,Production,SFR BACK EXCLU MULTI DOSS,Conseilleur Technique,Employés,E2,3,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,47,0.0580246913580246,"1,5 jours par mois",-99,SBM,141.74,3.827,Campagne Augmentat,3845.0,Actif,4135.970630787701,290.97063078770134
3887,663DATA067,Masculin,34,Sénégal,SEN,MA-Cns,Production,ENGIE 360,Chargé De Clientèle,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,36,0.0444444444444444,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4080.1081533759093,55.108153375909296
2643,434DATA043,Masculin,32,Maroc,MAR,MA-Cns,Production,SFR SST ADSL RABAT 1,Conseilleur Technique,Employés,E2,6,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,123,0.0759259259259259,"1,5 jours par mois",92,SBM,250.0,5.556,Non défini,4750.0,Actif,4996.872692669098,246.8726926690979
1859,293DATA046,Masculin,32,Maroc,MAR,MA-TAC,Production,SFR 1099,Chargé De Clientèle,Employés,E2,6,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,179,0.1104938271604938,"1,5 jours par mois",98,SBM,230.75,5.59,Campagne Augmentat,4358.92,Actif,4372.129132706313,13.20913270631263
2861,473DATA077,Masculin,33,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,13,0.0481481481481481,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.2311100105544,44.2311100105544
491,078DATA046,Féminin,28,Maroc,MAR,MA-Cns,Production,SC ZARA France,Chargé De Clientèle,Employés,E2,6,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,154,0.0950617283950617,"1,5 jours par mois",-99,SBM,450.0,11.111,Historique,4500.0,Actif,4201.999604364823,-298.0003956351766
5431,903DATA072,Féminin,30,Maroc,MAR,MA-Cns,Production,SFR CSF RETENTION TACHFIN,Chargé De Clientèle,Employés,E2,1,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,5,0.0185185185185185,"1,5 jours par mois",-99,SBM,180.0,4.681,Non défini,4025.0,Actif,4033.7068115038387,8.706811503838708
3681,627DATA077,Féminin,23,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,19,0.0703703703703703,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3845.000000000001,9.094947017729282e-13
5288,884DATA040,Féminin,27,Maroc,MAR,MA-Cns,Production,DARTY GENERALISTE,Conseiller Commercial,Employés,E2,7,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,287,0.1518518518518518,"1,5 jours par mois",101,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4148.462257227742,-351.53774277225784
374,058DATAM01,Masculin,40,Maroc,MAR,MA-Cns,Support production,QM TL 4 MAROC,Contrôleur Qualité,Employés,E3,8,S03,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,160,0.0641025641025641,"1,5 jours par mois",105,SBM,500.0,7.143,Campagne Augmentat,7500.0,Actif,6788.423391954418,-711.5766080455824
2443,398DATA067,Féminin,40,Maroc,MAR,MA-Cns,Production,MEILLEURSTAUX,Chargé De Clientèle,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,105,0.1296296296296296,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4311.1671018768075,286.16710187680746
5028,846DATA035,Féminin,35,Maroc,SIDI SMAIL,MA-Cns,Production,SFR ANC ELJ,Chargé De Clientèle,Employés,E2,8,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,298,0.1379629629629629,"1,5 jours par mois",70,SBM,0.0,0.0,Non défini,3800.0,Actif,4187.38579960504,387.3857996050401
686,114DATA001,Masculin,39,Maroc,CASABLANCA,MA-Cns,Hors production,DEP REPORTING 6,Chef De Projet,Cadre,C1,6,C01,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,304,0.1623931623931624,2 jours par mois,4,SBM,2758.4,20.0,Campagne Augmentat,16550.4,Actif,14189.646029887486,-2360.753970112515
5713,951DATA068,Masculin,38,Sénégal,SEN,MA-TAC,Production,SFR ANTICHURN TACH,Chargé De Clientèle,Employés,E2,3,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,55,0.0679012345679012,"1,5 jours par mois",-99,SBM,121.59,2.945,Non défini,4250.0,Actif,4338.241399731862,88.24139973186175
255,040DATA063,Féminin,33,Maroc,MAR,MA-Cns,Production,DARTY GENERALISTE,Conseilleur Technique,Employés,E2,4,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,399,0.3694444444444444,"1,5 jours par mois",-99,SBM,180.0,4.681,Non défini,4025.0,Actif,4091.7616980204925,66.76169802049253
5335,891DATA064,Féminin,31,Maroc,MAR,MA-Cns,Production,VANDENBORRE,Chargé De Clientèle,Employés,E2,2,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,128,0.237037037037037,"1,5 jours par mois",-99,SBM,235.0,6.51,Non défini,3845.0,Actif,3847.6749484405377,2.674948440537719
2,000DATA044,Masculin,36,Mauritanie,MRT,MA-Cns,Production,SFR ANC N2,Conseiller Commercial,Employés,E2,6,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,91,0.0561728395061728,"1,5 jours par mois",91,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4740.451020694909,-9.548979305091052
5870,980DATA041,Féminin,30,Maroc,CASABLANCA,MA-InTownProd,Production,SFR BOT FTTH,Conseilleur Technique,Employés,E2,7,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,612,0.3238095238095238,"1,5 jours par mois",-99,SBM,108.69,2.557,Mutation,4358.69,Actif,3987.833043135486,-370.85695686451345
1875,296DATA037,Féminin,37,Maroc,MAR,MA-Cns,Hors production,DEP PAIE FRANCE,Expert En Paie,Cadre,C1,8,C01,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,78,0.03125,2 jours par mois,4,SBM,3620.0,36.218,Campagne Augmentat,13615.0,Actif,17350.65588402409,3735.6558840240905
5454,907DATA077,Masculin,31,Maroc,MAR,MA-Cns,Production,RED TLV AS AGDAL 1,Responsable D'Équipe,Cadres Assimilés,A2,1,J01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,21,0.0777777777777777,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,6600.0,Actif,7001.69589966129,401.69589966129024
2457,401DATAE20,Masculin,52,Maroc,MAR,MA-Cns,Hors production,BUSINESS PROCESS MNGT DEP,Chef De Projet,Cadre,C1,21,S01,DI,temps plein,0.0,42.0,208.0,Sur site,Locale,405,0.0618131868131868,2 jours par mois,-99,SBM,679.33,3.0,Campagne Augmentat,23323.67,Actif,25198.45280317481,1874.7828031748104
1223,193DATA077,Féminin,29,Maroc,MAR,MA-Cns,Production,FRONT TLV CTC AGDAL 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,14,0.0518518518518518,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3894.1854898066185,49.185489806618534
3732,635DATA037,Féminin,29,Maroc,CASABLANCA,MA-TAC,Production,SFR CSF RETENTION BO TACH,Chargé De Clientèle,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,216,0.2666666666666666,"1,5 jours par mois",-99,SBM,184.41,4.676,Campagne Augmentat,4128.41,Actif,3575.122960927192,-553.287039072808
296,045DATA070,Féminin,32,Maroc,MAR,MA-Cns,Production,RED TECH EXPERTISE FTTH M,Conseiller Digital,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,57,0.0703703703703703,"1,5 jours par mois",-99,SBM,162.0,4.681,Non défini,3622.5,Actif,3622.500000000002,1.8189894035458565e-12
710,117DATAE20,Masculin,46,Maroc,MAR,MA-Cns,Hors production,BU OUJDA,Bu Manager,Cadre,C2,22,C01,DI,temps plein,0.0,42.0,208.0,Sur site,Locale,232,0.0337995337995338,2 jours par mois,4,SBM,4367.48,21.45,Campagne Augmentat,24728.7,Actif,26023.925617741574,1295.225617741573
2060,326DATA077,Masculin,27,Congo,COG,MA-Cns,Production,SFR RET HO AGD 1,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,41,0.1518518518518518,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3845.000000000001,9.094947017729282e-13
4737,802DATA071,Féminin,25,Maroc,MAR,MA-Cns,Production,SFR RED TLV AS MEKNES,Chargé De Clientèle,Employés,E2,2,J01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,36,0.0666666666666666,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3249.0,Actif,3353.083332298109,104.08333229810887
5798,964DATAM00,Masculin,38,Maroc,CASABLANCA,MA-Cns,Production,SFR DIGITAL CONV MKN,Responsable D'Équipe,Cadres Assimilés,A2,8,C01,DI,temps plein,0.0,39.57,192.0,Sur site,Locale,142,0.0616319444444444,"1,5 jours par mois",77,SBM,810.0,12.0,Campagne Augmentat,7560.0,Actif,6332.063318805518,-1227.936681194482
3496,592DATA063,Masculin,31,Sénégal,SEN,MA-Cns,Production,SFR STIT OFFSHORE AE TACH,Chargé De Clientèle,Employés,E2,4,C02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,60,0.0555555555555555,"1,5 jours par mois",-99,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4080.1081533759093,-419.8918466240907
2330,375DATAM00,Masculin,49,Maroc,CASABLANCA,MA-Cns,Production,INWI B2B,Responsable D'Équipe,Cadres Assimilés,A1,8,S02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,179,0.0828703703703703,"1,5 jours par mois",94,SBM,400.0,6.061,Campagne Augmentat,7000.0,Actif,7729.224214207974,729.224214207974
2995,499DATA072,Féminin,49,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,18,0.0666666666666666,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.231110010561,44.231110010561224
5900,985DATA076,Féminin,21,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,17,0.0629629629629629,"1,5 jours par mois",-99,SBM,180.0,4.681,Non défini,4025.0,Actif,3889.231110010561,-135.76888998943878
2971,495DATA046,Masculin,35,Maroc,MAR,MA-Cns,Production,RED TECH EXPERTISE FTTH M,Conseiller Digital,Employés,E2,6,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,173,0.1067901234567901,"1,5 jours par mois",82,SBM,161.5,4.666,Campagne Augmentat,3622.5,Actif,3622.500000000002,1.8189894035458565e-12
2667,438DATA047,Féminin,29,Maroc,MAR,MA-Cns,Production,SFR DIGITAL CONV MKN,Responsable D'Équipe,Employés,E2,6,J02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,262,0.1617283950617284,"1,5 jours par mois",96,SBM,221.0,6.821,Non défini,3461.0,Actif,3616.861854260443,155.86185426044312
2197,349DATA069,Féminin,28,Sénégal,SEN,MA-Cns,Production,SFR N1 ANC FTTX,Conseilleur Technique,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,180,0.2222222222222222,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4033.7068115038387,8.706811503838708
5208,872DATA030,Féminin,39,Maroc,MAR,MA-Cns,Production,SFR SIGMA CO,Conseiller Commercial,Employés,E2,11,S01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,266,0.0895622895622895,"1,5 jours par mois",98,SBM,250.0,5.263,Campagne Augmentat,5000.0,Actif,4673.194624832946,-326.8053751670541
5845,975DATA034,Masculin,37,Sénégal,DAKAR,MA-Cns,Production,SFR NECTAR,Chargé De Clientèle,Employés,E2,9,S02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,170,0.0699588477366255,"1,5 jours par mois",-99,SBM,250.0,5.0,Campagne Augmentat,5250.0,Actif,4496.524525870776,-753.4754741292236
1943,308DATA043,Féminin,30,Maroc,MAR,MA-Cns,Production,FRONT TECH ADSL PRE HSN,Conseilleur Technique,Employés,E2,6,S02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,150,0.0925925925925925,"1,5 jours par mois",110,SBM,250.0,5.0,Campagne Augmentat,5250.0,Actif,5240.765458565097,-9.234541434902894
1352,213DATA044,Masculin,50,Sénégal,SEN,MA-Cns,Production,SC ZARA France,Conseiller Commercial,Employés,E2,2,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,13,0.024074074074074,"1,5 jours par mois",-99,SBM,235.0,6.51,Non défini,3845.0,Actif,3938.928977231565,93.92897723156511
190,031DATAS50,Féminin,38,Maroc,MAR,MA-InTown,Hors production,ACCOUNTING PROJ LEAD ITS,Resp Comptabilite,Cadre,C1,5,C01,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,72,0.0461538461538461,2 jours par mois,-99,SBM,2985.7,23.078,Titularisation,15923.0,Actif,23659.437027740005,7736.437027740005
3595,610DATA068,Masculin,29,Sénégal,SEN,MA-Cns,Production,SFR BOT FTTH,Chargé De Clientèle,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,97,0.119753086419753,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4004.541231361877,-20.45876863812282
5375,896DATA059,Féminin,28,Maroc,MAR,MA-Cns,Hors production,DEP HR DATA & ANALYTICS,Responsable Rh,Cadre,C2,5,J01,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,56,0.0358974358974358,2 jours par mois,4,SBM,829.26,3.0,Campagne Augmentat,28471.26,Actif,31865.078289458568,3393.81828945857
1373,217DATA032,Féminin,36,Maroc,MAR,MA-Cns,Production,FRONT TECH FTTH PRE JAD,Conseilleur Technique,Employés,E2,10,C03,DI,temps plein,4.610516765285995,39.6441459566075,182.884352399737,Sur site,Locale,589,0.2147076343679752,"1,5 jours par mois",-99,SBM,275.0,6.875,Campagne Augmentat,4275.0,Actif,4438.871307370013,163.8713073700128
1296,205DATA060,Féminin,44,Sénégal,SEN,MA-TAC,Production,SFR CSF RETENTION TACHFIN,Chargé De Clientèle,Employés,E2,5,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,73,0.054074074074074,"1,5 jours par mois",-99,SBM,230.75,5.59,Campagne Augmentat,4358.92,Actif,4158.477506820564,-200.4424931794365
2486,407DATA070,Masculin,44,Maroc,MAR,MA-Cns,Production,SFR RET A CHAUD RABAT,Responsable D'Équipe,Cadres Assimilés,A2,2,S02,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,20,0.032051282051282,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,11108.94,Actif,7778.037992221606,-3330.9020077783944
556,087DATA047,Féminin,31,Maroc,MAR,MA-HASSANE2,Production,SFR PS BOUTIQUE,Conseiller Commercial,Employés,E2,6,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,136,0.0839506172839506,"1,5 jours par mois",-99,SBM,114.8,2.551,Campagne Augmentat,4614.8,Actif,4683.9914514329685,69.19145143296828
1111,180DATA040,Féminin,31,Maroc,CASABLANCA,MA-Cns,Production,SANTIANE AS,Chargé De Clientèle,Employés,E2,7,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,311,0.1645502645502645,"1,5 jours par mois",100,SBM,225.0,5.59,Non défini,4250.0,Actif,4678.288311581323,428.2883115813229
